영화명,영화코드,개봉일,F-rated,장르,등급,영화구분,제작사,배급사,상영횟수,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,감독1필모,감독1,감독1코드,감독1성별,감독2,감독2코드,감독2성별,감독3,감독3코드,감독3성별,감독4,감독4코드,감독4성별,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배우코드,배우성별,배우_대표역할,배우필모
그라운드의 이방인,20134800,2015-03-19,0,다큐멘터리,전체관람가,독립/예술영화,㈜인디스토리,㈜인디스토리,636,28,24944000.0,3822,17870500,2659,"그라운드의 이방인|두 번의 결혼식과 한 번의 장례식|슬픈 전설|불꽃처럼 나비처럼|우리 학교|하나를 위하여|와니와 준하|꽃섬|엄마, 아름다운 오월|기린 휴게소|환상극장|귀 鬼",김명준,20068433.0,남자,-,-,-,-,-,-,-,-,-,김명준,김명준,김명준,20068433,남자,촬영,"그라운드의 이방인|두 번의 결혼식과 한 번의 장례식|슬픈 전설|불꽃처럼 나비처럼|우리 학교|하나를 위하여|와니와 준하|꽃섬|엄마, 아름다운 오월|기린 휴게소|환상극장|귀 鬼","김근,양시철,배수찬,권해효,박용진,정원덕,조은성,김정아",김근,20190132,남자,배우,그라운드의 이방인
태양을 쏴라,20151582,2015-03-19,0,멜로/로맨스,청소년관람불가,독립/예술영화,필름라인,(유)조이앤시네마,1983,156,126046400.0,17444,33115500,4535,태양을 쏴라 무삭제판|태양을 쏴라|숙희|나쁜 놈이 더 잘 잔다|도쿄택시|아내의 애인을 만나다|붉은 바캉스|붉은 바캉스 검은 웨딩,김태식,10006101.0,남자,-,-,-,-,-,-,-,-,-,김정행,김정행,김정행,10005627,남자,시나리오(각본),태양을 쏴라|이중간첩,"강지환,윤진서,박정민,안석환,윤성준",강지환,10000877,남자,배우,태양을 쏴라 무삭제판|태양을 쏴라|차형사|내 눈에 콩깍지|7급 공무원|영화는 영화다|방문자|로맨싱 게임
스물,20148845,2015-03-25,0,"코미디,드라마",15세이상관람가,일반영화,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),100167,926,23558988686.0,3044134,5990587486,740243,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다",이병헌,20125862.0,남자,-,-,-,-,-,-,-,-,-,이병헌,이병헌,이병헌,20125862,남자,감독,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다","김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영,서호철,박명신,양현민,허준석,한준우,백수희,차민지",김우빈,20170901,남자,배우,도청(가제)|마스터|스물|기술자들|친구 2
세계일주,20127568,2015-03-26,0,"가족,어드벤처",12세이상관람가,독립/예술영화,(주)쿠나,(주)나이너스엔터테인먼트,519,56,32479400.0,4449,17944100,2354,세계일주|모노폴리,이항배,10058032.0,남자,-,-,-,-,-,-,-,-,-,"김재환, 손소아",김재환,김재환,20129697,남자,시나리오(각본),증거불충분|인천상륙작전|계춘할망|캠핑|고령화 가족|엘 꼰도르 빠사|세계일주|토끼와 리저드|역전에 산다,"김정태,박하영,구승현,최정우,지대한,나윤성,이종경,손여은,성유빈",김정태,10005617,남자,배우,잡아야 산다|헬머니|내 심장을 쏴라|소녀괴담|깡철이|세계일주|남자사용설명서|7번방의 선물|박수건달|슈퍼스타|간기남|특수본|체포왕|방가? 방가!|마음이2|영도 다리|무방비도시|해바라기|강력 3반|우리 형|내 여자친구를 소개합니다|똥개|밀애|친구|나를 잊지 말아요
파울볼,20157587,2015-04-02,1,다큐멘터리,전체관람가,독립/예술영화,(주)티피에스컴퍼니,오퍼스픽쳐스(유),3859,231,212849500.0,28324,74007100,9590,"에움길|소리꾼|귀향, 끝나지 않은 이야기|귀향|파울볼|두레소리",조정래,10066934.0,남자,김보경,20144559.0,여자,-,-,-,-,-,-,정상선,정상선,정상선,20209246,남자,시나리오(각본),파울볼,"김성근,조진웅,박지은,박진영,설재훈,이경태,이동현,이상훈,이상훈,이성진,이승엽,이승재,이승주",김성근,20207146,남자,배우,파울볼
화장,20133682,2015-04-09,1,드라마,청소년관람불가,독립/예술영화,(주)명필름,(주)리틀빅픽쳐스,13824,327,1059405100.0,140616,338077900,43757,"백두 번째 구름|녹차의 중력|화장|영화판|달빛 길어올리기|나의 사랑, 나의 영화|천년학|한국 영화의 르네상스|하류인생|오원 장승업 취화선|취화선|춘향뎐(春香傳)|창(노는계집 창)|축제|태백산맥|서편제|장군의 아들 3|개벽|장군의 아들 2|장군의 아들|아제아제 바라아제|손에 손잡고|아다다|연산일기|씨받이|티켓|길소뜸|흐르는 강물을 어찌 막으랴|불의 딸|나비 품에서 울었다|안개마을|오염된 자식들|아벤고 공수군단|우상의 눈물|만다라|짝코|깃발없는 기수|복부인|족보|내일 또 내일|신궁|상록수(常綠樹)|저 파도 위에 엄마 얼굴이|가깝고도 먼 길|임진왜란과 계월향|옥례기|낙동강은 흐르는가|맨발의 눈길|왕십리|아내|어제, 오늘 그리고 내일|왜 그랬던가|연화|속 연화|울지 않으리|아내들의 행진|증언|잡초|대추격|기생 오백화|삼국대협|명동 잔혹사|돌아온 자와 떠나야 할 자|명동 삼국지|둘째 어머니|요검|나를 더 이상 괴롭히지 마라|30년만의 대결|원한의 거리에 눈이 내린다|원한의 두 꼽추|속눈섭이 긴 여자|그 여자를 쫓아라|월하의 검|십오야|황야의 독수리|신세 좀 지자구요|번개칼|사나이 삼대|바람같은 사나이|풍운의 검객|나는 왕이다|빗속에 지다|십년세도(十年勢道)|망부석|두만강아 잘 있거라",임권택,10058483.0,남자,-,-,-,-,-,-,-,-,-,송윤희,송윤희,송윤희,20112333,여자,감독,화장|하얀 정글|지하철 법정|오리엔테이션|정동진독립영화제2013 섹션5|제 7회 여성인권영화제-여전히 아무도 모른다,"안성기,김규리,김호정,박혜미,윤종호,이소정,이은경,안석환,연우진,김병춘,주현",안성기,10043371,남자,배우,"광화문|종이꽃|사자|인간, 공간, 시간 그리고 인간|청춘 합창단 - 또 하나의 꿈|사냥|필름시대사랑|트로트|제 7기사단|화장|신의 한 수|타워|현의 노래|영화판|페이스메이커|부러진 화살|7광구|바보야|페어러브|북극의 눈물|신기전|마이 뉴 파트너|화려한 휴가|묵공|라디오 스타|한반도|형사 Duelist|한국 영화의 르네상스|아라한 장풍대작전|실미도|미스터 레이디|피아노 치는 대통령|취화선|마리이야기|흑수선|무사|킬리만자로|진실게임|구멍|인정사정 볼 것 없다|미술관 옆 동물원|아름다운 시절|퇴마록|생과부 위자료 청구소송|이방인|박봉곤 가출사건|축제|잠자는 남자|헤어드레서|천재선언|말미잘|남자는 괴로워|영원한 제국|태백산맥|그 섬에 가고 싶다|투캅스|그대안의 블루|하얀전쟁|천국의 계단|열아홉의 절망끝에 부르는 하나의 사랑노래|베를린 리포트|누가 용의 발톱을 보았는가|꿈|남부군|개그맨|칠수와 만수|성공시대|안녕하세요 하나님|성 리수일뎐|기쁜 우리 젊은 날|달빛 사냥꾼|황진이|내시|이장호의 외인구단|겨울나그네|고래사냥2|어우동|깊고 깊은 그 곳에|깊고 푸른 밤|무릎과 무릎사이|그 해 겨울은 따뜻했네|고래사냥|적도의 꽃|철인들|풀잎처럼 눕다|안개마을|타인의 둥지|오염된 자식들|꼬방동네 사람들|낮은데로 임하소서|난장이가 쏘아올린 작은 공|만다라|어둠의 자식들|바람불어 좋은 날|우요일|야시|병사와 아가씨들|하녀|동행|주리|제3공작"
후쿠시마의 미래,20138314,2015-04-09,1,다큐멘터리,전체관람가,독립/예술영화,(주)리키필름,(주)인디플러그,153,7,4218000.0,621,2529000,376,후쿠시마의 미래|순천,이홍기,20178633.0,남자,-,-,-,-,-,-,-,-,-,이창현,이창현,이창현,20225787,남자,시나리오(각본),후쿠시마의 미래,김미화,김미화,20208086,여자,배우,후쿠시마의 미래
장수상회,20140703,2015-04-09,0,"멜로/로맨스,드라마",12세이상관람가,일반영화,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),52939,688,8707389643.0,1160935,2204750243,284742,"나쁜놈은 죽는다 무삭제 특별판|나쁜놈은 죽는다|장수상회|뷰티풀 2014|마이 웨이|태극기 휘날리며|블루|오버 더 레인보우|베사메무쵸|단적비연수|쉬리|지상만가|은행나무 침대|게임의 법칙|장미의 나날|공포특급|누가 용의 발톱을 보았는가|그래 가끔 하늘을 보자|보스턴 1947|민우씨 오는 날|제1회 안양국제청소년영화제 단편, 짧지만 길고 깊은 이야기1|그녀의 연기+민우씨오는날",강제규,10000854.0,남자,-,-,-,-,-,-,-,-,-,이상현,이상현,이상현,20070071,남자,시나리오(각본),조작된 도시|시간이탈자|장수상회|돈 크라이 마미,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬,염혜란,박경혜",박근형,10028490,남자,배우,증인|사랑하기 때문에|그랜드파더|탐정 홍길동: 사라진 마을|장수상회|저스틴|가문의 영광5 - 가문의 귀환|그랑프리|가문의 영광|아버지|무궁화꽃이 피었습니다|아들과 연인|가진 것 없소이다|피와 불|누가 용의 발톱을 보았는가|매혹|누가 붉은 장미를 꺾었나|요화 어을우동|먼 여행 긴 터널|티켓|피조개 뭍에 오르다|불의 딸|13월의 연정|우상의 눈물|꼭지 꼭지|오사까의 외로운 별|마지막 밀애|슬픔은 이제 그만|비색|누가 이 아픔을|태양을 훔친 여자|밤이면 내리는 비|청춘의 덫|여수|병아리들의 잔칫날|청춘의 문|어딘가에 엄마가|율곡과 신사임당|생사의 고백|산골 나그네|엄마없는 하늘아래2|설국|엄마 없는 하늘 아래|문|사랑의 나그네|광화문통 아이|불꺼진 창|아내|비녀|꽃과 뱀|왜 그랬던가|숲과 늪|황토|특별수사본부 외팔이 김종원|새벽에 온 방문객|연인들|이중섭|본능|국회 푸락치|유혹|비둘기의 합창|망명의 늪
검은손,20157986,2015-04-16,1,공포(호러),청소년관람불가,일반영화,골든타이드픽처스(주),(주)스톰픽쳐스코리아,2572,178,89815665.0,11650,19052465,2326,검은손|외톨이,박재식,10029120.0,남자,-,-,-,-,-,-,-,-,-,변혜주,변혜주,변혜주,20183910,여자,시나리오(각본),"당신, 거기 있어줄래요|간신|검은손|무서운 이야기 '콩쥐 팥쥐'","김성수,한고은,배그린,신정선,전현숙,서범석,한성아,이철민,유하복,차은재",김성수,10004594,남자,배우,검은손|R2B: 리턴투베이스|뜨거운 것이 좋아|모노폴리|분홍신|맛있는 섹스 그리고 사랑|지구용사 벡터맨(사탄제국의 대역습)
반짝이는 박수 소리,20148982,2015-04-23,2,다큐멘터리,전체관람가,독립/예술영화,영화사 낭만,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),657,21,26070600.0,4074,17133600,2578,기억의 전쟁|반짝이는 박수 소리,이길보라,20188937.0,여자,-,-,-,-,-,-,-,-,-,이길보라,이길보라,이길보라,20188937,여자,감독,기억의 전쟁|반짝이는 박수 소리,"이상국,길경희,이길보라,이광희,정임순,이광희",이상국,20209247,남자,배우,반짝이는 박수 소리
약장수,20156321,2015-04-23,0,드라마,15세이상관람가,일반영화,(주)26컴퍼니,"(주)대명문화공장,(주)나이너스엔터테인먼트",4313,282,313238400.0,43562,94969000,13043,약장수|사랑에도 저작권이 있나요?|시선|가시|연애의 온도|맨발의 꿈,조치언,20138384.0,남자,-,-,-,-,-,-,-,-,-,조치언,조치언,조치언,20138384,남자,감독,약장수|사랑에도 저작권이 있나요?|시선|가시|연애의 온도|맨발의 꿈,"김인권,박철민,이주실,임석진,강일수,박지윤,박혜진,최민혁,윤준혁,이은주,김형범,장소연,조민기,이찬호,김기연",김인권,10005410,남자,배우,"장사리 : 잊혀진 영웅들|아직 사랑하고 있습니까?|접전: 갑을 전쟁|리벤져|배반의 장미|비밥바룰라|물괴|고산자, 대동여지도|히말라야|약장수|쎄시봉|타짜-신의 손|신의 한 수|신이 보낸 사람|전국노래자랑|타워|강철대오:구국의 철가방|광해, 왕이 된 남자|퀵|초능력자|방가? 방가!|이웃집 남자|숙명|용의주도 미스신|마이 파더|신부수업|말죽거리 잔혹사|플라스틱 트리|쉬브스키|공포택시|아나키스트|송어|챠오"
위험한 상견례 2,20143512,2015-04-29,1,"멜로/로맨스,코미디",15세이상관람가,일반영화,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",18409,429,3575384754.0,472693,738570754,93940,위험한 상견례 2|음치 클리닉 |위험한 상견례|청담보살|아기와 나|마파도2|돈 텔 파파,김진영,10005932.0,남자,-,-,-,-,-,-,-,-,-,조중훈,조중훈,조중훈,10066981,남자,시나리오(각본),내안의 그놈|로마의 휴일|위험한 상견례 2|소원|동갑내기 과외하기 레슨 2|마파도|블루,"진세연,홍종현,신정근,임수연,정명호,박진수,박태규,조영란,조용재,오재호,유성진,이동민,이상현,이상협,이석현,차종호,이철민,김선영,신대섭,박은혜,이정현,김응수",진세연,20195689,여자,배우,인천상륙작전 : 익스텐디드 에디션(확장판)|인천상륙작전|위험한 상견례 2|사랑만의 언어|화이트: 저주의 멜로디
차이나타운,20149266,2015-04-29,1,"범죄,드라마",청소년관람불가,일반영화,폴룩스픽쳐스(주),CGV아트하우스,45149,551,11989400678.0,1472006,3327822078,395351,뺑반|차이나타운|사이코메트리|시나리오 가이드,한준희,20183664.0,남자,-,-,-,-,-,-,-,-,-,한준희,한준희,한준희,20183664,남자,감독,뺑반|차이나타운|사이코메트리|시나리오 가이드,"김혜수,김고은,엄태구,박보검,고경표,오대환,배유람,이혁준,백동현,노경섭,권지훈,김경애,오유진,우종현,유지현,김성종,이상희,이수경,김수안,정석용,이대연,이루리,안재홍,기주봉,조복래,이민지,백수장,조현철,차래형,우상기,주예지,이해운",김혜수,10006380,여자,배우,국가부도의 날|미옥|굿바이 싱글|차이나타운|관상|도둑들|도둑들 영화를 만들다|이층의 악당|모던보이|열한번째 엄마|좋지 아니한가|바람피기 좋은 날|타짜|분홍신|얼굴 없는 미녀|YMCA야구단|쓰리|쓰리 메모리즈|신라의 달밤|닥터 K|투 타이어드 투 다이|찜|미스터 콘돔|닥터 봉|남자는 괴로워|영원한 제국|블루 시걸|첫사랑|잃어버린 너|오세암(극영화)|어른들은 몰라요|그 마지막 겨울|수렁에서 건진 내 딸 2|깜보|즐거운 나의 집
다이노 타임,20100211,2015-04-30,1,"애니메이션,어드벤처,코미디",전체관람가,일반영화,주식회사 토이온,씨제이이앤엠(주),6743,430,2099683100.0,283300,405724600,52818,다이노 타임|엄마,최윤석,20167014.0,남자,존 카프카,10068301.0,남자,-,-,-,-,-,-,"박재우, 제임스 그레코, 재커리 로젠블라트, 애덤 비첸",박재우,박재우,20229507,남자,시나리오(각본),극장판 뽀잉: 슈퍼 변신의 비밀|슈퍼레이서 엔지|다이노 타임,"멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더,유리 로웬탈",멜라니 그리피스,10025920,여자,배우,다크 투어리스트|다이노 타임|새미의 어드벤쳐|쉐이드|템포|세실 B. 디멘티드|러빙 유|크레이지 인 알라바마|RKO 281|섀도우 다우트|또다른 천국|셀러브리티|머홀랜드 폴스 |투 머치 |나우 앤 덴 |노스바스의 추억 |귀여운 빌리 |사랑의 용기|퍼시픽 하이츠|폭풍의 월요일|워킹걸|보디 더블
